NOMBRE,NOM_MUN,ENTIDAD,Total UP agropecuaria activas,UP Agricolas,UP Argri Riego ( R ),P UP Riego,UP Riego Gravedad (RG),UP RG Canales revestidos,UP RG Canales de Tierra,UP RG Tuber�a De Compuerta,UP R Por Microaspersi�n,UP R Por Aspersi�n,UP R Por Aspersi�n Pivote Central,UP R Por Aspersi�n Avance Frontal,UP R Por Aspersi�n Ca��n,UP R Por Aspersores,UP R Sistema De Goteo,UP R Mediante Alg�n Otro Sistema
11 GTO,Santiago Maravatío,  Santiago Maravatío,611,500,321,85.66978193,80.36363636,22.62443439,28.95927602,51.58371041,0,0,0,0,0,0,1.090909091,19.63636364
11 GTO,Silao de la Victoria,  Silao De La Victoria,4474,4335,616,83.11688312,71.875,4.891304348,43.47826087,72.82608696,6.8359375,14.2578125,20.54794521,9.589041096,10.95890411,64.38356164,25,2.9296875
11 GTO,Tarandacuao,  Tarandacuao,1170,1163,624,31.89102564,74.3718593,4.054054054,41.21621622,62.83783784,0.502512563,5.527638191,27.27272727,0,72.72727273,0,40.70351759,0
11 GTO,Tarimoro,  Tarimoro,2078,1982,883,74.63193658,97.72382398,11.02484472,31.21118012,73.44720497,0.606980273,1.365705615,11.11111111,0,44.44444444,44.44444444,0.758725341,1.972685888
11 GTO,Tierra Blanca,  Tierra Blanca,1184,1130,116,98.27586207,83.33333333,18.94736842,50.52631579,37.89473684,0.877192982,1.754385965,50,0,0,50,14.03508772,7.01754386
11 GTO,Uriangato,  Uriangato,726,702,81,61.72839506,96,4.166666667,20.83333333,87.5,2,8,0,0,50,50,8,0
11 GTO,Valle de Santiago,  Valle De Santiago,10585,10438,4641,61.43072614,93.86180288,2.466367713,44.2077728,66.51718984,0.315678709,2.279901789,16.92307692,4.615384615,60,20,10.03156787,0.385829533
11 GTO,Victoria,  Victoria,1620,1518,340,75,89.01960784,8.810572687,79.29515419,40.08810573,1.568627451,7.843137255,0,0,20,80,6.666666667,5.098039216
11 GTO,Villagrán,  Villagrán,1068,1036,560,51.07142857,91.95804196,1.520912548,47.52851711,60.07604563,0.34965035,3.846153846,9.090909091,18.18181818,36.36363636,36.36363636,9.440559441,0.699300699
11 GTO,Xichú,  Xichú,1765,1739,98,100,96.93877551,2.105263158,78.94736842,34.73684211,2.040816327,4.081632653,0,0,25,75,2.040816327,1.020408163
11 GTO,Yuriria,  Yuriria,4328,4012,1082,77.91127542,93.23843416,8.778625954,25.95419847,76.2086514,0.355871886,6.642941874,58.92857143,7.142857143,33.92857143,1.785714286,4.033214709,6.880189798
12 GRO,, Guerrero,299587,295983,27363,78.49650989,73.54159877,15.52291719,73.90478602,36.12939985,8.985520741,17.5240933,3.666312434,0.770456961,9.08607864,89.31987248,9.674565855,6.764746962
12 GRO,Acapulco de Juárez,  Acapulco De Juárez,11632,11514,1040,88.84615385,69.58874459,2.488335925,91.29082426,10.88646967,3.787878788,13.63636364,1.587301587,0.793650794,10.31746032,88.88888889,9.848484848,15.04329004
12 GRO,Ahuacuotzingo,  Ahuacuotzingo,4995,4977,140,93.57142857,68.70229008,8.888888889,84.44444444,15.55555556,3.053435115,27.48091603,11.11111111,0,83.33333333,5.555555556,30.53435115,3.053435115
12 GRO,Ajuchitlán del Progreso,  Ajuchitlán Del Progreso,4667,4615,400,98.5,99.23857868,45.52429668,75.19181586,79.53964194,0.253807107,0.76142132,33.33333333,0,33.33333333,33.33333333,1.015228426,0.507614213
12 GRO,Alcozauca de Guerrero,  Alcozauca De Guerrero,2978,2975,150,48,95.83333333,1.449275362,97.10144928,13.04347826,1.388888889,4.166666667,33.33333333,0,0,66.66666667,4.166666667,5.555555556
12 GRO,Alpoyeca,  Alpoyeca,803,797,501,68.26347305,99.12280702,40.1179941,89.08554572,68.14159292,0.584795322,0.877192982,0,0,100,0,1.754385965,0
12 GRO,Apaxtla,  Apaxtla,1513,1508,7,42.85714286,66.66666667,0,50,50,0,33.33333333,0,0,0,100,66.66666667,0
12 GRO,Arcelia,  Arcelia,2455,2423,208,85.09615385,98.8700565,79.42857143,21.71428571,92.57142857,1.129943503,2.824858757,20,20,0,60,1.129943503,1.129943503
12 GRO,Atenango del Río,  Atenango Del Río,1102,1076,65,96.92307692,84.12698413,1.886792453,58.49056604,43.39622642,3.174603175,3.174603175,0,0,50,50,6.349206349,9.523809524
12 GRO,Atlamajalcingo del Monte,  Atlamajalcingo Del Monte,2091,2090,31,100,32.25806452,0,100,0,64.51612903,25.80645161,0,0,0,100,0,6.451612903
12 GRO,Atlixtac,  Atlixtac,6008,6003,117,100,51.28205128,6.666666667,86.66666667,10,41.02564103,42.73504274,2,0,0,98,6.837606838,5.128205128
12 GRO,Atoyac de Álvarez,  Atoyac De Álvarez,6878,6797,1104,80.3442029,52.42390079,39.78494624,52.25806452,44.51612903,3.043968433,42.95377678,0.262467192,0,1.57480315,98.95013123,4.509582864,4.058624577
12 GRO,Ayutla de los Libres,  Ayutla De Los Libres,7249,7171,345,99.13043478,88.30409357,4.304635762,81.45695364,31.12582781,4.678362573,34.79532164,1.680672269,0,4.201680672,95.79831933,0.877192982,5.555555556
12 GRO,Azoyú,  Azoyú,3460,3366,228,79.8245614,92.30769231,0,20.83333333,82.73809524,4.395604396,6.043956044,9.090909091,9.090909091,36.36363636,45.45454545,1.648351648,4.945054945
12 GRO,Benito Juárez,  Benito Juárez,2611,2528,1364,35.85043988,89.57055215,25.34246575,59.13242009,36.07305936,1.431492843,4.08997955,5,5,45,55,2.249488753,7.36196319
12 GRO,Buenavista de Cuéllar,  Buenavista De Cuéllar,1018,993,94,94.68085106,85.39325843,18.42105263,44.73684211,47.36842105,2.247191011,3.370786517,0,0,33.33333333,100,13.48314607,3.370786517
12 GRO,Coahuayutla de José María Izazaga,  Coahuayutla De José María Izazaga,2799,2733,131,67.9389313,94.38202247,5.952380952,83.33333333,41.66666667,0,2.247191011,0,0,50,50,3.370786517,8.988764045
12 GRO,Cocula,  Cocula,1635,1606,329,54.40729483,94.97206704,12.35294118,82.94117647,9.411764706,1.117318436,1.117318436,0,0,50,50,6.145251397,1.675977654
12 GRO,Copala,  Copala,2156,2091,168,95.23809524,80,12.5,50,49.21875,2.5,19.375,19.35483871,0,54.83870968,45.16129032,5,8.75
12 GRO,Copalillo,  Copalillo,1849,1820,86,94.18604651,85.18518519,0,92.75362319,7.246376812,0,3.703703704,100,0,0,0,8.641975309,7.407407407
12 GRO,Copanatoyac,  Copanatoyac,4035,4031,192,98.95833333,82.10526316,17.30769231,82.05128205,10.8974359,14.73684211,1.578947368,0,0,0,100,3.157894737,1.578947368
12 GRO,Coyuca de Benítez,  Coyuca De Benítez,8876,8743,2543,48.36806921,77.15447154,0.842992624,61.01159115,44.25711275,2.845528455,8.211382114,1.98019802,0.99009901,25.74257426,76.23762376,13.98373984,7.642276423
12 GRO,Coyuca de Catalán,  Coyuca De Catalán,4659,4616,33,100,84.84848485,57.14285714,25,71.42857143,12.12121212,12.12121212,0,0,25,75,15.15151515,0
12 GRO,Cuajinicuilapa,  Cuajinicuilapa,2400,2291,276,98.91304348,86.44688645,16.94915254,61.44067797,50.84745763,8.791208791,22.34432234,3.278688525,1.639344262,77.04918033,21.31147541,6.227106227,2.197802198
12 GRO,Cualác,  Cualác,1270,1265,10,100,80,0,37.5,62.5,0,0,0,0,0,0,30,0
12 GRO,Cuautepec,  Cuautepec,2809,2706,129,93.02325581,49.16666667,0,76.27118644,27.11864407,2.5,0.833333333,0,0,0,100,5,45.83333333
12 GRO,Cuetzala del Progreso,  Cuetzala Del Progreso,1578,1573,64,90.625,100,25.86206897,86.20689655,18.96551724,0,0,0,0,0,0,1.724137931,0
12 GRO,Cutzamala de Pinzón,  Cutzamala De Pinzón,2913,2818,268,98.13432836,97.33840304,40.234375,50.390625,81.25,1.901140684,1.901140684,0,0,40,80,3.041825095,1.901140684
12 GRO,Chilapa de Álvarez,  Chilapa De Álvarez,16837,16795,1271,78.28481511,57.38693467,15.41155867,68.30122592,31.69877408,1.809045226,5.125628141,3.921568627,1.960784314,1.960784314,94.11764706,32.7638191,8.64321608
12 GRO,Chilpancingo de los Bravo,  Chilpancingo De Los Bravo,4927,4899,688,96.22093023,56.34441088,26.27345845,77.74798928,44.50402145,3.927492447,38.97280967,0,0.775193798,2.713178295,97.28682171,4.380664653,9.667673716
12 GRO,Florencio Villarreal,  Florencio Villarreal,2584,2445,617,74.87844408,96.32034632,21.79775281,79.7752809,11.91011236,0.216450216,0.649350649,33.33333333,0,33.33333333,33.33333333,1.298701299,3.03030303
12 GRO,General Canuto A. Neri,  General Canuto A. Neri,1156,1143,3,100,66.66666667,0,100,0,0,0,0,0,0,0,33.33333333,0
12 GRO,General Heliodoro Castillo,  General Heliodoro Castillo,5386,5377,104,100,67.30769231,0,98.57142857,2.857142857,14.42307692,31.73076923,0,0,54.54545455,45.45454545,22.11538462,1.923076923
12 GRO,Huamuxtitlán,  Huamuxtitlán,1846,1827,1042,76.67946257,99.24906133,26.60781841,91.80327869,33.16519546,0.250312891,0.125156446,0,0,0,100,1.627033792,0.250312891
12 GRO,Huitzuco de los Figueroa,  Huitzuco De Los Figueroa,3844,3787,49,93.87755102,34.7826087,12.5,81.25,37.5,8.695652174,2.173913043,0,0,100,0,26.08695652,43.47826087
12 GRO,Iguala de la Independencia,  Iguala De La Independencia,2883,2851,253,85.77075099,76.95852535,2.395209581,44.31137725,78.44311377,0.921658986,1.843317972,0,0,25,75,5.069124424,19.8156682
12 GRO,Igualapa,  Igualapa,1702,1680,32,100,78.125,0,96,28,0,18.75,0,0,83.33333333,16.66666667,3.125,15.625
12 GRO,Ixcateopan de Cuauhtémoc,  Ixcateopan De Cuauhtémoc,810,807,10,100,90,0,77.77777778,33.33333333,10,10,0,0,0,100,0,0
12 GRO,Zihuatanejo de Azueta,  Zihuatanejo De Azueta,2714,2538,354,94.06779661,58.85885886,3.571428571,75.51020408,23.46938776,10.21021021,12.91291291,2.325581395,0,9.302325581,90.69767442,15.61561562,14.41441441
12 GRO,Juan R. Escudero,  Juan R. Escudero,2609,2589,64,56.25,69.44444444,16,68,48,19.44444444,33.33333333,8.333333333,0,25,83.33333333,11.11111111,0
12 GRO,Leonardo Bravo,  Leonardo Bravo,3310,3302,458,92.13973799,62.55924171,0.757575758,99.24242424,0.757575758,12.55924171,21.80094787,0,0,2.173913043,97.82608696,9.004739336,4.502369668
12 GRO,Malinaltepec,  Malinaltepec,4812,4804,230,100,49.13043478,0,95.57522124,4.424778761,6.086956522,51.30434783,0,0,0,100,0,9.130434783
12 GRO,Mártir de Cuilapan,  Mártir De Cuilapan,3061,3054,43,97.6744186,45.23809524,0,100,5.263157895,4.761904762,4.761904762,50,0,0,50,52.38095238,19.04761905
12 GRO,Metlatónoc,  Metlatónoc,3343,3333,201,98.50746269,74.74747475,0.675675676,98.64864865,5.405405405,5.050505051,19.19191919,2.631578947,2.631578947,7.894736842,89.47368421,1.01010101,13.13131313
12 GRO,Mochitlán,  Mochitlán,1681,1676,157,91.08280255,65.73426573,6.382978723,78.72340426,45.74468085,4.895104895,27.27272727,0,0,7.692307692,92.30769231,2.797202797,8.391608392
12 GRO,Olinalá,  Olinalá,3898,3886,21,100,33.33333333,0,100,0,4.761904762,14.28571429,33.33333333,0,0,100,38.0952381,14.28571429
12 GRO,Ometepec,  Ometepec,6924,6737,241,90.04149378,76.49769585,6.024096386,76.5060241,31.92771084,6.451612903,16.58986175,5.555555556,2.777777778,75,27.77777778,2.304147465,18.43317972
12 GRO,Pedro Ascencio Alquisiras,  Pedro Ascencio Alquisiras,1520,1507,4,75,33.33333333,0,100,0,0,66.66666667,0,0,0,100,33.33333333,0
12 GRO,Petatlán,  Petatlán,3562,3462,592,87.33108108,63.82978723,12.42424242,75.75757576,34.24242424,14.11992263,22.63056093,5.982905983,5.128205128,12.82051282,82.05128205,18.37524178,9.284332689
12 GRO,Pilcaya,  Pilcaya,1503,1494,284,94.36619718,87.31343284,0.427350427,97.00854701,42.30769231,2.611940299,0.373134328,100,0,0,100,20.14925373,0.373134328
12 GRO,Pungarabato,  Pungarabato,932,895,151,100,98.01324503,70.94594595,50,72.97297297,1.324503311,0.662251656,0,0,0,100,5.298013245,0
12 GRO,Quechultenango,  Quechultenango,6350,6329,300,87.33333333,83.58778626,36.07305936,72.14611872,51.14155251,4.198473282,19.08396947,0,0,14,88,4.961832061,1.145038168
12 GRO,San Luis Acatlán,  San Luis Acatlán,7070,6978,316,95.88607595,34.65346535,3.80952381,67.61904762,33.33333333,13.86138614,56.76567657,1.162790698,0.581395349,0,99.41860465,3.300330033,5.280528053
12 GRO,San Marcos,  San Marcos,7320,7173,310,89.03225806,63.76811594,13.06818182,75,25.56818182,3.260869565,4.710144928,0,0,15.38461538,84.61538462,11.23188406,23.91304348
12 GRO,San Miguel Totolapan,  San Miguel Totolapan,3640,3619,23,86.95652174,85,58.82352941,41.17647059,52.94117647,0,15,0,0,0,100,10,0
12 GRO,Taxco de Alarcón,  Taxco De Alarcón,4348,4333,161,90.0621118,57.93103448,9.523809524,88.0952381,15.47619048,11.03448276,15.86206897,4.347826087,4.347826087,8.695652174,95.65217391,15.86206897,17.24137931
12 GRO,Tecoanapa,  Tecoanapa,8537,8476,105,88.57142857,80.64516129,5.333333333,78.66666667,41.33333333,5.376344086,21.50537634,0,0,30,70,2.150537634,6.451612903
12 GRO,Técpan de Galeana,  Técpan De Galeana,8266,8081,4499,69.97110469,61.14993647,9.87012987,70.75324675,34.02597403,29.0025413,32.49682338,1.270772239,0.684261975,1.759530792,96.96969697,11.49936468,4.637865311
12 GRO,Teloloapan,  Teloloapan,4882,4853,129,52.71317829,86.76470588,10.16949153,83.05084746,27.11864407,0,11.76470588,25,0,37.5,37.5,60.29411765,5.882352941
12 GRO,Tepecoacuilco de Trujano,  Tepecoacuilco De Trujano,3698,3663,157,74.52229299,89.74358974,1.904761905,19.04761905,84.76190476,0.854700855,11.11111111,7.692307692,0,76.92307692,23.07692308,7.692307692,2.564102564
12 GRO,Tetipac,  Tetipac,1937,1928,243,92.18106996,76.33928571,15.78947368,85.96491228,4.678362573,5.803571429,5.357142857,8.333333333,0,8.333333333,83.33333333,18.75,9.821428571
12 GRO,Tixtla de Guerrero,  Tixtla De Guerrero,3657,3641,332,87.65060241,79.3814433,3.896103896,58.87445887,48.05194805,0,1.718213058,0,0,20,80,27.83505155,1.374570447
12 GRO,Tlacoachistlahuaca,  Tlacoachistlahuaca,2790,2748,166,98.79518072,85.36585366,1.428571429,92.85714286,33.57142857,0.609756098,4.268292683,0,0,42.85714286,57.14285714,3.048780488,9.756097561
12 GRO,Tlacoapa,  Tlacoapa,2061,2060,107,100,34.57943925,0,100,0,0.934579439,62.61682243,0,0,0,100,2.803738318,6.542056075
12 GRO,Tlalchapa,  Tlalchapa,1752,1723,102,80.39215686,95.12195122,79.48717949,12.82051282,94.87179487,1.219512195,0,0,0,0,0,4.87804878,0
12 GRO,Tlalixtaquilla de Maldonado,  Tlalixtaquilla De Maldonado,790,787,70,98.57142857,95.65217391,31.81818182,63.63636364,18.18181818,1.449275362,1.449275362,0,0,100,0,4.347826087,0
12 GRO,Tlapa de Comonfort,  Tlapa De Comonfort,5462,5436,279,91.7562724,94.921875,22.63374486,83.12757202,10.28806584,0.78125,1.953125,20,0,40,40,6.25,7.421875
12 GRO,Tlapehuala,  Tlapehuala,1676,1630,118,96.61016949,93.85964912,58.87850467,30.8411215,28.03738318,0,0,0,0,0,0,3.50877193,3.50877193
12 GRO,La Unión de Isidoro Montes de Oca,  La Unión De Isidoro Montes De Oca,3189,2967,791,94.94310999,76.96404794,4.152249135,72.14532872,31.31487889,13.98135819,9.320905459,30,2.857142857,8.571428571,67.14285714,21.30492676,6.924101198
12 GRO,Xalpatláhuac,  Xalpatláhuac,2185,2180,81,87.65432099,97.18309859,1.449275362,98.55072464,2.898550725,0,2.816901408,0,0,50,50,0,2.816901408
12 GRO,Xochihuehuetlán,  Xochihuehuetlán,1089,1080,215,88.8372093,98.42931937,1.063829787,96.80851064,57.44680851,0,0,0,0,0,0,1.570680628,1.570680628
12 GRO,Xochistlahuaca,  Xochistlahuaca,4226,4211,263,100,69.20152091,6.593406593,92.85714286,13.73626374,3.041825095,24.33460076,57.8125,0,1.5625,96.875,1.520912548,11.40684411
12 GRO,Zapotitlán Tablas,  Zapotitlán Tablas,2801,2798,89,100,15.73033708,7.142857143,85.71428571,14.28571429,20.2247191,75.28089888,1.492537313,0,0,100,6.741573034,5.617977528
12 GRO,Zirándaro,  Zirándaro,2206,2134,63,98.41269841,96.77419355,61.66666667,48.33333333,16.66666667,0,9.677419355,0,0,83.33333333,16.66666667,27.41935484,0
12 GRO,Zitlala,  Zitlala,3452,3448,23,100,39.13043478,11.11111111,77.77777778,33.33333333,0,4.347826087,100,0,0,100,60.86956522,17.39130435
12 GRO,Eduardo Neri,  Eduardo Neri,2906,2893,63,95.23809524,81.66666667,0,93.87755102,6.12244898,1.666666667,10,0,0,16.66666667,83.33333333,5,8.333333333
12 GRO,Acatepec,  Acatepec,9787,9772,140,97.85714286,32.11678832,0,54.54545455,45.45454545,19.7080292,89.05109489,0,0,0,100,1.459854015,1.459854015
12 GRO,Marquelia,  Marquelia,1402,1374,73,94.52054795,75.36231884,0,84.61538462,19.23076923,1.449275362,10.14492754,28.57142857,0,0,71.42857143,11.5942029,5.797101449
12 GRO,Cochoapa el Grande,  Cochoapa El Grande,1671,1669,191,100,97.38219895,1.075268817,98.92473118,2.150537634,80.62827225,2.094240838,25,0,25,50,0,1.570680628
12 GRO,José Joaquín de Herrera,  José Joaquín De Herrera,2613,2613,64,100,46.875,0,100,0,6.25,54.6875,2.857142857,0,0,100,1.5625,1.5625
12 GRO,Juchitán,  Juchitán,1371,1304,43,90.69767442,66.66666667,0,84.61538462,15.38461538,10.25641026,12.82051282,0,0,60,60,2.564102564,15.38461538
12 GRO,Iliatenco,  Iliatenco,2765,2759,52,100,51.92307692,0,100,0,7.692307692,28.84615385,0,0,0,100,1.923076923,19.23076923
12 GRO,Las Vigas,  Las Vigas,2059,2044,614,90.55374593,97.84172662,10.47794118,84.55882353,53.86029412,0.899280576,1.978417266,45.45454545,9.090909091,18.18181818,27.27272727,2.158273381,1.258992806
12 GRO,Ñuu Savi,  Ñuu Savi,2023,2013,144,100,48.61111111,0,91.42857143,10,0.694444444,49.30555556,1.408450704,0,0,100,0,36.11111111
12 GRO,Santa Cruz del Rincón,  Santa Cruz Del Rincón,421,418,31,100,93.5483871,0,89.65517241,10.34482759,25.80645161,3.225806452,0,0,0,100,3.225806452,3.225806452
12 GRO,San Nicolás,  San Nicolás,902,834,114,93.85964912,96.26168224,15.53398058,79.61165049,20.38834951,0.934579439,8.411214953,11.11111111,0,77.77777778,33.33333333,2.803738318,0.934579439
13 HGO,, Hidalgo,214374,206768,63707,67.42587157,93.72832034,46.19110305,67.6982688,36.94642458,0.586660459,1.555115819,4.94011976,4.341317365,38.0239521,56.13772455,6.995693167,1.189617041
13 HGO,Acatlán,  Acatlán,3379,3055,1422,77.84810127,89.43089431,43.43434343,52.42424242,56.46464646,1.35501355,2.529358627,14.28571429,10.71428571,25,67.85714286,12.64679313,0.722673893
13 HGO,Acaxochitlán,  Acaxochitlán,4122,4085,317,78.23343849,56.0483871,30.21582734,39.56834532,34.5323741,2.016129032,3.225806452,25,0,0,75,59.67741935,4.435483871
13 HGO,Actopan,  Actopan,3187,3153,1460,63.35616438,97.51351351,58.8691796,55.43237251,35.03325942,0.648648649,2.054054054,0,5.263157895,31.57894737,68.42105263,3.675675676,0.432432432
13 HGO,Agua Blanca de Iturbide,  Agua Blanca De Iturbide,1295,1248,74,95.94594595,8.450704225,0,50,50,8.450704225,2.816901408,0,0,0,100,90.14084507,2.816901408
13 HGO,Ajacuba,  Ajacuba,2322,2269,1823,56.88425672,99.80713597,40.6763285,86.47342995,63.76811594,0.192864031,0.289296046,0,0,66.66666667,33.33333333,0.192864031,0
13 HGO,Alfajayucan,  Alfajayucan,3965,3859,3131,69.33886937,99.30907416,69.71243043,86.2244898,8.812615955,0.046061723,0.322432059,0,0,71.42857143,57.14285714,1.105481345,0.046061723
13 HGO,Almoloya,  Almoloya,2209,2183,29,100,86.20689655,28,40,60,3.448275862,10.34482759,0,0,66.66666667,33.33333333,17.24137931,0
13 HGO,Apan,  Apan,3646,3600,31,70.96774194,27.27272727,50,16.66666667,50,22.72727273,31.81818182,14.28571429,0,42.85714286,42.85714286,50,9.090909091
13 HGO,El Arenal,  El Arenal,1657,1636,589,55.8573854,74.16413374,11.06557377,17.21311475,79.50819672,0.607902736,1.823708207,0,0,33.33333333,66.66666667,28.2674772,3.951367781
13 HGO,Atitalaquia,  Atitalaquia,1434,1408,1373,53.75091042,99.72899729,41.84782609,69.56521739,38.99456522,0,0.406504065,0,0,33.33333333,66.66666667,0.135501355,0
13 HGO,Atlapexco,  Atlapexco,3171,3070,30,93.33333333,35.71428571,0,100,20,53.57142857,46.42857143,0,0,0,100,17.85714286,0
13 HGO,Atotonilco el Grande,  Atotonilco El Grande,4388,4319,563,88.09946714,81.4516129,5.693069307,71.53465347,25,1.612903226,3.427419355,11.76470588,5.882352941,35.29411765,52.94117647,20.76612903,1.209677419
13 HGO,Atotonilco de Tula,  Atotonilco De Tula,1967,1951,594,90.90909091,99.25925926,36.75373134,77.05223881,34.70149254,0.37037037,3.518518519,15.78947368,0,78.94736842,10.52631579,0.37037037,0.37037037
13 HGO,Calnali,  Calnali,2626,2364,7,100,42.85714286,0,100,0,28.57142857,28.57142857,0,0,0,100,0,14.28571429
13 HGO,Cardonal,  Cardonal,4442,4419,932,47.63948498,94.14414414,79.42583732,65.78947368,57.41626794,1.351351351,2.702702703,0,0,58.33333333,50,3.603603604,0.900900901
13 HGO,Cuautepec de Hinojosa,  Cuautepec De Hinojosa,5327,5281,591,71.06598985,87.85714286,36.04336043,80.48780488,14.90514905,0.238095238,3.333333333,7.142857143,0,21.42857143,71.42857143,9.523809524,2.380952381
13 HGO,Chapantongo,  Chapantongo,1807,1768,356,99.71910112,98.87323944,62.96296296,21.93732194,53.84615385,0.845070423,1.126760563,0,0,50,50,1.690140845,0
13 HGO,Chapulhuacán,  Chapulhuacán,1908,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13 HGO,Chilcuautla,  Chilcuautla,4007,3978,3114,52.34425177,90.49079755,40.61016949,85.55932203,40.81355932,0.122699387,0.552147239,11.11111111,11.11111111,55.55555556,22.22222222,15.09202454,0
13 HGO,Eloxochitlán,  Eloxochitlán,503,444,317,87.06624606,100,15.2173913,98.1884058,51.8115942,0,3.623188406,0,0,90,20,0.724637681,0.362318841
13 HGO,Emiliano Zapata,  Emiliano Zapata,913,898,4,75,100,66.66666667,100,33.33333333,0,0,0,0,0,0,33.33333333,0
13 HGO,Epazoyucan,  Epazoyucan,1102,1081,56,96.42857143,20.37037037,36.36363636,63.63636364,27.27272727,11.11111111,3.703703704,0,0,0,100,85.18518519,5.555555556
13 HGO,Francisco I. Madero,  Francisco I. Madero,2839,2783,2745,63.86156648,99.54363948,56.38968481,61.54727794,8.595988539,0,0.114090131,0,0,50,50,1.026811181,0.114090131
13 HGO,Huasca de Ocampo,  Huasca De Ocampo,2683,2644,543,98.71086556,88.05970149,31.1440678,58.47457627,57.41525424,4.291044776,4.291044776,13.04347826,21.73913043,21.73913043,43.47826087,13.61940299,6.71641791
13 HGO,Huautla,  Huautla,4826,4267,7,100,28.57142857,0,50,50,14.28571429,14.28571429,0,0,0,100,28.57142857,42.85714286
13 HGO,Huazalingo,  Huazalingo,1959,1897,3,100,66.66666667,0,100,0,0,0,0,0,0,0,33.33333333,0
13 HGO,Huehuetla,  Huehuetla,2931,2828,6,100,16.66666667,100,0,0,33.33333333,50,0,0,0,100,16.66666667,0
13 HGO,Huejutla de Reyes,  Huejutla De Reyes,12053,11030,22,59.09090909,30.76923077,25,25,50,30.76923077,30.76923077,0,0,0,100,23.07692308,30.76923077
13 HGO,Huichapan,  Huichapan,4798,4733,356,94.38202247,79.16666667,45.4887218,24.81203008,56.76691729,0.892857143,4.166666667,0,0,7.142857143,92.85714286,29.76190476,0.297619048
13 HGO,Ixmiquilpan,  Ixmiquilpan,9945,9811,8470,66.0566706,98.69526363,69.50380297,67.91017747,23.95871061,0.214477212,0.91152815,1.960784314,1.960784314,80.39215686,21.56862745,1.608579088,0.303842717
13 HGO,Jacala de Ledezma,  Jacala De Ledezma,1086,1042,216,99.07407407,97.6635514,64.59330144,90.43062201,0.4784689,0,0.934579439,0,0,50,50,3.271028037,0
13 HGO,Jaltocán,  Jaltocán,1268,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13 HGO,Juárez Hidalgo,  Juárez Hidalgo,429,386,2,100,50,0,100,0,0,0,0,0,0,0,50,0
13 HGO,Lolotla,  Lolotla,1495,1214,9,100,66.66666667,0,100,0,11.11111111,22.22222222,0,50,0,50,22.22222222,0
13 HGO,Metepec,  Metepec,1678,1650,482,89.21161826,83.48837209,7.520891365,25.06963788,80.50139276,1.395348837,10,0,2.325581395,18.60465116,83.72093023,43.02325581,1.162790698
13 HGO,San Agustín Metzquititlán,  San Agustín Metzquititlán,848,784,296,99.32432432,94.89795918,9.318996416,93.5483871,10.39426523,1.360544218,0.680272109,0,0,50,50,7.142857143,3.06122449
13 HGO,Metztitlán,  Metztitlán,3365,3332,2104,62.30988593,99.6948894,64.34583015,59.6786534,56.15914308,0,0.381388253,20,0,60,20,1.14416476,0.228832952
13 HGO,Mineral del Chico,  Mineral Del Chico,934,928,64,85.9375,47.27272727,0,80.76923077,19.23076923,5.454545455,7.272727273,50,0,0,50,47.27272727,7.272727273
13 HGO,Mineral del Monte,  Mineral Del Monte,276,275,2,100,100,50,50,50,0,0,0,0,0,0,50,0
13 HGO,La Misión,  La Misión,897,809,2,100,50,0,0,100,0,0,0,0,0,0,0,50
13 HGO,Mixquiahuala de Juárez,  Mixquiahuala De Juárez,3108,3031,2642,56.73732021,99.19946631,39.13920646,69.67047747,55.54808339,0,0.133422282,0,0,100,0,1.334222815,0
13 HGO,Molango de Escamilla,  Molango De Escamilla,1053,980,2,100,50,0,0,100,50,0,0,0,0,0,0,0
13 HGO,Nicolás Flores,  Nicolás Flores,770,759,172,100,43.60465116,1.333333333,96,2.666666667,9.88372093,49.41860465,0,0,2.352941176,98.82352941,9.302325581,5.813953488
13 HGO,Nopala de Villagrán,  Nopala De Villagrán,2811,2778,183,100,94.53551913,9.826589595,91.90751445,50.86705202,1.639344262,4.371584699,0,12.5,50,37.5,5.464480874,2.18579235
13 HGO,Omitlán de Juárez,  Omitlán De Juárez,1227,1212,18,100,55.55555556,40,60,10,11.11111111,0,0,0,0,0,44.44444444,11.11111111
13 HGO,San Felipe Orizatlán,  San Felipe Orizatlán,6285,5797,6,100,16.66666667,0,100,0,50,66.66666667,0,0,0,100,16.66666667,33.33333333
13 HGO,Pacula,  Pacula,333,287,6,100,83.33333333,60,60,40,0,16.66666667,0,0,100,0,0,0
13 HGO,Pachuca de Soto,  Pachuca De Soto,394,383,7,100,57.14285714,25,50,50,0,28.57142857,0,0,0,100,57.14285714,0
13 HGO,Pisaflores,  Pisaflores,1351,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13 HGO,Progreso de Obregón,  Progreso De Obregón,783,761,743,54.77792732,99.01719902,40.69478908,76.17866005,32.25806452,0.491400491,0,0,0,0,0,0.737100737,0.491400491
13 HGO,Mineral de la Reforma,  Mineral De La Reforma,587,564,155,85.80645161,93.98496241,7.2,90.4,56.8,1.503759398,3.007518797,25,0,25,50,7.518796992,0.751879699
