NOMBRE,NOM_MUN,ENTIDAD,Total UP agropecuaria activas,UP Agricolas,UP Argri Riego ( R ),P UP Riego,UP Riego Gravedad (RG),UP RG Canales revestidos,UP RG Canales de Tierra,UP RG Tuber�a De Compuerta,UP R Por Microaspersi�n,UP R Por Aspersi�n,UP R Por Aspersi�n Pivote Central,UP R Por Aspersi�n Avance Frontal,UP R Por Aspersi�n Ca��n,UP R Por Aspersores,UP R Sistema De Goteo,UP R Mediante Alg�n Otro Sistema
13 HGO,San Agustín Tlaxiaca,  San Agustín Tlaxiaca,3197,3118,127,46.45669291,57.62711864,35.29411765,61.76470588,47.05882353,3.389830508,6.779661017,0,0,50,50,37.28813559,3.389830508
13 HGO,San Bartolo Tutotepec,  San Bartolo Tutotepec,1872,1735,2,100,0,0,0,0,50,50,0,0,0,100,0,50
13 HGO,San Salvador,  San Salvador,4940,4869,4696,78.96081772,98.73247033,57.17017208,49.11226441,28.7899481,0.134843581,0.350593312,0,7.692307692,69.23076923,23.07692308,0.72815534,1.429341963
13 HGO,Santiago de Anaya,  Santiago De Anaya,3732,3708,2221,57.45159838,96.39498433,60.81300813,49.43089431,68.7804878,0.156739812,3.369905956,4.651162791,2.325581395,86.04651163,6.976744186,1.253918495,3.134796238
13 HGO,Santiago Tulantepec de Lugo Guerrero,  Santiago Tulantepec De Lugo Guerrero,590,571,157,71.33757962,98.21428571,30,83.63636364,57.27272727,0.892857143,1.785714286,0,0,0,100,0.892857143,1.785714286
13 HGO,Singuilucan,  Singuilucan,2669,2649,23,47.82608696,72.72727273,62.5,87.5,50,18.18181818,0,0,0,0,0,18.18181818,9.090909091
13 HGO,Tasquillo,  Tasquillo,3352,3316,2739,64.87769259,97.24254361,42.36111111,87.21064815,2.430555556,0.16882386,0.337647721,0,0,100,33.33333333,3.376477209,0.05627462
13 HGO,Tecozautla,  Tecozautla,4966,4884,2643,70.94211124,58.61333333,4.276615105,38.85350318,67.69790719,0.32,0.853333333,25,25,6.25,56.25,54.50666667,0.32
13 HGO,Tenango de Doria,  Tenango De Doria,1073,987,12,100,8.333333333,0,100,0,0,16.66666667,0,0,0,100,33.33333333,25
13 HGO,Tepeapulco,  Tepeapulco,1795,1776,25,100,100,32,64,88,0,8,0,0,50,50,4,0
13 HGO,Tepehuacán de Guerrero,  Tepehuacán De Guerrero,4189,4026,25,100,20,40,40,20,40,52,0,0,0,100,4,32
13 HGO,Tepeji del Río de Ocampo,  Tepeji Del Río De Ocampo,3655,3630,1155,73.67965368,98.35487662,43.01075269,77.18040621,29.27120669,0.705052879,4.230317274,0,0,66.66666667,36.11111111,1.880141011,0.470035253
13 HGO,Tepetitlán,  Tepetitlán,1456,1437,871,75.88978186,98.78971256,40.73506891,48.08575804,80.8575804,0.302571861,1.059001513,14.28571429,0,57.14285714,28.57142857,1.664145234,0.302571861
13 HGO,Tetepango,  Tetepango,1190,1157,1136,57.92253521,99.84802432,16.59056317,88.28006088,41.85692542,0.151975684,0.151975684,0,0,0,100,0,0
13 HGO,Villa de Tezontepec,  Villa De Tezontepec,800,779,8,75,50,0,100,33.33333333,0,16.66666667,0,0,0,100,33.33333333,0
13 HGO,Tezontepec de Aldama,  Tezontepec De Aldama,5591,5475,5202,68.51211073,99.77553311,43.08211474,73.73453318,46.54105737,0,0.252525253,0,22.22222222,55.55555556,22.22222222,0.168350168,0.140291807
13 HGO,Tianguistengo,  Tianguistengo,2515,2274,4,75,66.66666667,0,100,0,66.66666667,0,0,0,0,0,33.33333333,0
13 HGO,Tizayuca,  Tizayuca,470,404,53,88.67924528,91.4893617,16.27906977,67.44186047,58.13953488,4.255319149,4.255319149,0,0,0,100,8.510638298,2.127659574
13 HGO,Tlahuelilpan,  Tlahuelilpan,708,700,661,45.23449319,100,22.74247492,89.63210702,30.76923077,0,0.668896321,0,50,0,50,0,0
13 HGO,Tlahuiltepa,  Tlahuiltepa,1231,1158,124,87.90322581,92.66055046,0.99009901,99.00990099,2.97029703,0.917431193,3.669724771,0,0,25,75,4.587155963,1.834862385
13 HGO,Tlanalapa,  Tlanalapa,641,630,11,90.90909091,100,10,60,60,0,0,0,0,0,0,10,0
13 HGO,Tlanchinol,  Tlanchinol,6111,5683,2,100,0,0,0,0,0,0,0,0,0,0,50,0
13 HGO,Tlaxcoapan,  Tlaxcoapan,1138,1110,1094,71.20658135,100,19.51219512,84.46726573,37.61232349,0.128369705,0.256739409,0,50,0,50,0,0.128369705
13 HGO,Tolcayuca,  Tolcayuca,852,833,4,75,100,33.33333333,66.66666667,100,0,0,0,0,0,0,0,0
13 HGO,Tula de Allende,  Tula De Allende,4084,4025,2803,65.21584017,99.67177243,28.75960483,81.17453348,25.8507135,0,1.039387309,5.263157895,15.78947368,63.15789474,15.78947368,0.164113786,0.218818381
13 HGO,Tulancingo de Bravo,  Tulancingo De Bravo,3082,2955,1490,66.37583893,79.97977755,17.82553729,49.93678887,65.23388116,0.808897877,1.31445905,15.38461538,0,38.46153846,46.15384615,11.22345804,16.78463094
13 HGO,Xochiatipan,  Xochiatipan,3877,3862,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13 HGO,Xochicoatlán,  Xochicoatlán,1177,936,22,100,40.90909091,0,100,0,13.63636364,9.090909091,0,0,0,100,27.27272727,27.27272727
13 HGO,Yahualica,  Yahualica,4264,4194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13 HGO,Zacualtipán de Ángeles,  Zacualtipán De Ángeles,877,789,5,100,40,0,100,0,0,20,0,0,0,100,40,0
13 HGO,Zapotlán de Juárez,  Zapotlán De Juárez,919,909,6,100,83.33333333,0,60,40,0,0,0,0,0,0,16.66666667,16.66666667
13 HGO,Zempoala,  Zempoala,2321,2281,84,98.80952381,57.8313253,4.166666667,66.66666667,62.5,8.43373494,7.228915663,16.66666667,0,0,83.33333333,34.93975904,3.614457831
13 HGO,Zimapán,  Zimapán,2651,2582,226,96.01769912,72.35023041,15.92356688,67.51592357,38.21656051,4.608294931,5.069124424,0,9.090909091,9.090909091,81.81818182,19.8156682,11.52073733
14 JAL,, Jalisco,179732,167610,42727,54.91141433,66.81868553,13.91210053,45.74217006,65.53549786,7.863779729,20.84221294,9.488752556,1.390593047,28.24130879,77.60736196,20.64615122,1.031455119
14 JAL,Acatic,  Acatic,1092,1034,20,40,50,50,25,50,37.5,25,50,0,50,100,37.5,0
14 JAL,Acatlán de Juárez,  Acatlán De Juárez,1361,1337,622,48.07073955,92.97658863,5.395683453,73.74100719,82.01438849,0.668896321,4.347826087,7.692307692,0,23.07692308,69.23076923,5.016722408,0.334448161
14 JAL,Ahualulco de Mercado,  Ahualulco De Mercado,2383,2360,1193,51.04777871,23.48111658,8.391608392,32.16783217,66.43356643,18.06239737,73.07060755,0.224719101,0,20,83.37078652,11.00164204,0
14 JAL,Amacueca,  Amacueca,571,566,174,48.27586207,54.76190476,2.173913043,97.82608696,0,7.142857143,27.38095238,0,0,4.347826087,100,23.80952381,0
14 JAL,Amatitán,  Amatitán,888,884,31,96.77419355,40,8.333333333,75,16.66666667,16.66666667,43.33333333,0,7.692307692,23.07692308,69.23076923,40,3.333333333
14 JAL,Ameca,  Ameca,6784,6485,2601,56.17070358,87.54277892,26.11415168,33.07271306,81.78264269,0.273785079,3.353867214,0,2.040816327,18.36734694,81.63265306,14.85284052,0.547570157
14 JAL,San Juanito de Escobedo,  San Juanito De Escobedo,2101,2083,646,36.99690402,38.07531381,3.296703297,80.21978022,17.58241758,7.531380753,64.0167364,1.307189542,0,34.64052288,68.62745098,4.60251046,0
14 JAL,Arandas,  Arandas,2429,2320,92,51.08695652,63.82978723,20,63.33333333,26.66666667,8.510638298,44.68085106,14.28571429,9.523809524,0,80.95238095,51.06382979,0
14 JAL,El Arenal,  El Arenal,874,854,307,71.00977199,33.02752294,11.11111111,63.88888889,30.55555556,29.35779817,55.96330275,1.639344262,0.819672131,40.98360656,75.40983607,2.752293578,0.917431193
14 JAL,Atemajac de Brizuela,  Atemajac De Brizuela,480,442,7,0,0,0,0,0,0,0,0,0,0,0,0,0
14 JAL,Atengo,  Atengo,781,635,7,42.85714286,0,0,0,0,0,0,0,0,0,0,100,0
14 JAL,Atenguillo,  Atenguillo,480,403,23,34.7826087,50,25,50,50,12.5,50,0,0,25,75,37.5,0
14 JAL,Atotonilco el Alto,  Atotonilco El Alto,3140,3101,664,50.90361446,67.15976331,7.929515419,66.96035242,53.30396476,7.396449704,6.213017751,4.761904762,9.523809524,33.33333333,57.14285714,53.25443787,0.295857988
14 JAL,Atoyac,  Atoyac,929,907,255,64.31372549,6.097560976,10,40,60,26.82926829,89.02439024,0,0,18.49315068,99.31506849,15.85365854,0
14 JAL,Autlán de Navarro,  Autlán De Navarro,2403,2361,1646,58.5054678,77.77777778,4.272363151,10.68090788,90.52069426,0.62305296,1.765316719,17.64705882,11.76470588,23.52941176,47.05882353,29.38733126,0.62305296
14 JAL,Ayotlán,  Ayotlán,2959,2916,1111,53.28532853,92.39864865,34.73491773,61.24314442,53.01645338,1.52027027,6.25,18.91891892,0,64.86486486,18.91891892,11.82432432,0.675675676
14 JAL,Ayutla,  Ayutla,1122,947,11,90.90909091,50,0,60,60,0,10,0,0,0,100,70,0
14 JAL,La Barca,  La Barca,4839,4796,1671,59.30580491,89.90918264,5.948372615,73.73737374,73.62514029,0.605449041,2.522704339,16,4,76,12,16.0443996,0.403632694
14 JAL,Bolaños,  Bolaños,245,214,3,100,33.33333333,0,100,0,0,33.33333333,100,0,0,0,33.33333333,0
14 JAL,Cabo Corrientes,  Cabo Corrientes,677,534,170,70.58823529,47.5,5.263157895,66.66666667,66.66666667,22.5,7.5,11.11111111,11.11111111,11.11111111,66.66666667,48.33333333,0.833333333
14 JAL,Casimiro Castillo,  Casimiro Castillo,2047,1957,1059,52.97450425,92.86987522,2.495201536,22.84069098,86.56429942,12.65597148,4.099821747,13.04347826,0,4.347826087,86.95652174,10.51693405,0.534759358
14 JAL,Cihuatlán,  Cihuatlán,1064,965,547,62.88848263,31.97674419,10,18.18181818,79.09090909,20.93023256,22.6744186,2.564102564,0,3.846153846,96.15384615,31.39534884,3.197674419
14 JAL,Zapotlán el Grande,  Zapotlán El Grande,587,573,386,32.9015544,8.661417323,0,63.63636364,36.36363636,24.40944882,21.25984252,3.703703704,0,0,100,70.86614173,0
14 JAL,Cocula,  Cocula,3662,3411,1717,46.24344787,90.17632242,6.703910615,24.16201117,83.79888268,0.377833753,1.763224181,0,7.142857143,21.42857143,78.57142857,12.59445844,0.629722922
14 JAL,Colotlán,  Colotlán,976,755,50,100,86,46.51162791,32.55813953,62.79069767,0,14,57.14285714,0,14.28571429,42.85714286,2,0
14 JAL,Concepción de Buenos Aires,  Concepción De Buenos Aires,710,575,138,42.75362319,35.59322034,23.80952381,9.523809524,71.42857143,50.84745763,37.28813559,9.090909091,0,0,95.45454545,55.93220339,0
14 JAL,Cuautitlán de García Barragán,  Cuautitlán De García Barragán,2240,2165,405,61.2345679,84.27419355,7.655502392,23.92344498,82.77511962,7.661290323,5.241935484,23.07692308,38.46153846,15.38461538,38.46153846,16.12903226,2.419354839
14 JAL,Cuautla,  Cuautla,255,196,1,100,0,0,0,0,100,100,0,0,0,100,0,0
14 JAL,Cuquío,  Cuquío,2844,2635,255,30.98039216,75.94936709,5,95,65,6.329113924,17.72151899,57.14285714,0,21.42857143,21.42857143,26.58227848,1.265822785
14 JAL,Chapala,  Chapala,615,605,96,53.125,78.43137255,25,67.5,80,3.921568627,9.803921569,0,20,40,40,23.52941176,0
14 JAL,Chimaltitán,  Chimaltitán,547,479,12,100,83.33333333,10,80,30,16.66666667,16.66666667,0,0,0,100,8.333333333,0
14 JAL,Chiquilistlán,  Chiquilistlán,379,369,41,41.46341463,41.17647059,28.57142857,57.14285714,14.28571429,17.64705882,17.64705882,0,0,33.33333333,66.66666667,52.94117647,0
14 JAL,Degollado,  Degollado,2007,1876,126,71.42857143,84.44444444,47.36842105,32.89473684,81.57894737,2.222222222,6.666666667,50,0,0,50,23.33333333,0
14 JAL,Ejutla,  Ejutla,216,181,10,80,50,50,25,50,12.5,25,0,0,50,50,75,0
14 JAL,Encarnación de Díaz,  Encarnación De Díaz,2022,1954,299,80.60200669,62.2406639,6,12,84.66666667,9.543568465,56.01659751,72.59259259,3.703703704,14.07407407,52.59259259,8.713692946,0.414937759
14 JAL,Etzatlán,  Etzatlán,1191,1136,271,26.19926199,32.3943662,8.695652174,60.86956522,39.13043478,15.49295775,74.64788732,7.547169811,0,24.52830189,84.90566038,15.49295775,1.408450704
14 JAL,El Grullo,  El Grullo,847,837,758,49.60422164,97.34042553,27.86885246,10.6557377,84.15300546,0.79787234,0.79787234,0,0,33.33333333,66.66666667,3.457446809,1.329787234
14 JAL,Guachinango,  Guachinango,890,707,48,81.25,84.61538462,9.090909091,87.87878788,18.18181818,0,7.692307692,33.33333333,0,0,66.66666667,10.25641026,5.128205128
14 JAL,Guadalajara,  Guadalajara,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
14 JAL,Hostotipaquillo,  Hostotipaquillo,1313,1301,226,8.849557522,65,7.692307692,92.30769231,23.07692308,10,15,0,0,66.66666667,66.66666667,40,5
14 JAL,Huejúcar,  Huejúcar,513,422,14,71.42857143,100,50,40,60,0,0,0,0,0,0,10,0
14 JAL,Huejuquilla el Alto,  Huejuquilla El Alto,1314,1059,75,97.33333333,97.26027397,71.83098592,29.57746479,88.73239437,1.369863014,10.95890411,0,0,87.5,12.5,4.109589041,0
14 JAL,La Huerta,  La Huerta,2337,1868,536,58.20895522,48.3974359,3.973509934,45.03311258,67.54966887,5.769230769,9.294871795,3.448275862,0,58.62068966,51.72413793,52.88461538,1.923076923
14 JAL,Ixtlahuacán de los Membrillos,  Ixtlahuacán De Los Membrillos,1199,1155,209,45.93301435,87.5,4.761904762,88.0952381,55.95238095,6.25,7.291666667,28.57142857,0,42.85714286,57.14285714,11.45833333,0
14 JAL,Ixtlahuacán del Río,  Ixtlahuacán Del Río,2451,2282,101,27.72277228,57.14285714,37.5,18.75,50,7.142857143,28.57142857,25,0,12.5,62.5,71.42857143,0
14 JAL,Jalostotitlán,  Jalostotitlán,1063,995,96,88.54166667,17.64705882,20,33.33333333,46.66666667,24.70588235,89.41176471,43.42105263,1.315789474,10.52631579,76.31578947,11.76470588,0
14 JAL,Jamay,  Jamay,1375,1351,274,88.68613139,96.70781893,4.680851064,82.12765957,69.36170213,0.411522634,0.411522634,0,0,0,100,4.115226337,0.411522634
14 JAL,Jesús María,  Jesús María,2015,1859,33,81.81818182,33.33333333,66.66666667,0,33.33333333,33.33333333,22.22222222,16.66666667,0,0,83.33333333,85.18518519,3.703703704
14 JAL,Jilotlán de los Dolores,  Jilotlán De Los Dolores,1803,1575,309,30.09708738,68.8172043,50,39.0625,59.375,13.97849462,9.677419355,22.22222222,0,44.44444444,33.33333333,23.65591398,0
14 JAL,Jocotepec,  Jocotepec,2106,2072,620,24.67741935,16.99346405,15.38461538,73.07692308,15.38461538,17.64705882,1.960784314,33.33333333,0,0,66.66666667,83.66013072,1.960784314
14 JAL,Juanacatlán,  Juanacatlán,940,926,165,45.45454545,92,5.797101449,39.13043478,89.85507246,1.333333333,4,33.33333333,0,33.33333333,33.33333333,1.333333333,1.333333333
14 JAL,Juchitlán,  Juchitlán,302,290,6,100,33.33333333,50,0,50,16.66666667,33.33333333,50,0,0,50,50,0
14 JAL,Lagos de Moreno,  Lagos De Moreno,5279,5039,1443,77.13097713,86.70260557,7.875647668,43.31606218,64.35233161,2.964959569,18.86792453,21.9047619,5.714285714,21.42857143,78.57142857,2.066486972,0.269541779
14 JAL,El Limón,  El Limón,309,270,126,65.87301587,97.59036145,30.86419753,7.407407407,91.35802469,3.614457831,2.409638554,0,0,50,100,4.819277108,0
14 JAL,Magdalena,  Magdalena,1555,1533,169,29.58579882,32,18.75,56.25,37.5,36,56,7.142857143,0,28.57142857,78.57142857,30,4
14 JAL,Santa María del Oro,  Santa María Del Oro,532,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14 JAL,La Manzanilla de la Paz,  La Manzanilla De La Paz,556,424,25,72,44.44444444,0,0,100,44.44444444,33.33333333,16.66666667,0,0,83.33333333,61.11111111,0
14 JAL,Mascota,  Mascota,1216,1144,334,54.79041916,46.99453552,46.51162791,48.8372093,39.53488372,15.84699454,10.38251366,5.263157895,0,5.263157895,89.47368421,71.03825137,0.546448087
14 JAL,Mazamitla,  Mazamitla,606,555,134,63.43283582,31.76470588,22.22222222,59.25925926,25.92592593,15.29411765,15.29411765,46.15384615,0,7.692307692,46.15384615,75.29411765,0
14 JAL,Mexticacán,  Mexticacán,466,436,25,16,50,0,100,0,25,50,0,0,50,50,25,0
14 JAL,Mezquitic,  Mezquitic,1566,1350,16,81.25,76.92307692,0,60,40,0,15.38461538,0,0,0,100,7.692307692,0
14 JAL,Mixtlán,  Mixtlán,451,383,7,42.85714286,100,0,33.33333333,66.66666667,0,0,0,0,0,0,66.66666667,0
14 JAL,Ocotlán,  Ocotlán,1935,1901,246,67.07317073,88.48484848,23.97260274,42.46575342,51.36986301,5.454545455,9.090909091,20,6.666666667,33.33333333,73.33333333,6.666666667,1.212121212
14 JAL,Ojuelos de Jalisco,  Ojuelos De Jalisco,2947,2885,500,85.2,96.71361502,57.52427184,40.04854369,61.65048544,0.704225352,3.521126761,26.66666667,6.666666667,33.33333333,40,2.34741784,1.17370892
14 JAL,Pihuamo,  Pihuamo,1074,898,189,58.2010582,84.54545455,25.80645161,66.66666667,37.6344086,6.363636364,4.545454545,0,20,40,60,10.90909091,5.454545455
14 JAL,Poncitlán,  Poncitlán,2288,2261,420,82.14285714,93.91304348,3.086419753,64.50617284,37.96296296,1.449275362,4.927536232,0,0,23.52941176,82.35294118,5.217391304,1.449275362
14 JAL,Puerto Vallarta,  Puerto Vallarta,1053,986,332,91.86746988,89.83606557,21.53284672,42.70072993,70.80291971,6.229508197,15.73770492,6.25,2.083333333,6.25,91.66666667,13.1147541,0.655737705
14 JAL,Villa Purificación,  Villa Purificación,2092,1698,416,72.59615385,87.08609272,1.520912548,55.89353612,55.89353612,5.960264901,8.940397351,0,0,11.11111111,88.88888889,7.947019868,4.635761589
14 JAL,Quitupan,  Quitupan,1446,1069,219,46.11872146,26.73267327,7.407407407,55.55555556,40.74074074,32.67326733,12.87128713,0,0,15.38461538,84.61538462,52.47524752,4.95049505
14 JAL,El Salto,  El Salto,,,,25,50,0,100,0,0,0,0,0,0,0,0,50
14 JAL,San Cristóbal de la Barranca,  San Cristóbal De La Barranca,501,472,98,77.55102041,35.52631579,40.74074074,62.96296296,3.703703704,3.947368421,3.947368421,66.66666667,0,33.33333333,66.66666667,75,0
14 JAL,San Diego de Alejandría,  San Diego De Alejandría,504,471,24,58.33333333,50,0,71.42857143,28.57142857,7.142857143,64.28571429,11.11111111,33.33333333,0,55.55555556,7.142857143,0
14 JAL,San Juan de los Lagos,  San Juan De Los Lagos,2120,2046,170,88.23529412,30,17.77777778,35.55555556,53.33333333,27.33333333,87.33333333,78.6259542,4.580152672,29.77099237,83.20610687,8,0.666666667
14 JAL,San Julián,  San Julián,629,524,7,14.28571429,100,0,100,0,0,0,0,0,0,0,0,0
14 JAL,San Marcos,  San Marcos,491,453,45,31.11111111,28.57142857,25,75,25,21.42857143,57.14285714,12.5,0,62.5,62.5,28.57142857,0
14 JAL,San Martín de Bolaños,  San Martín De Bolaños,225,186,3,100,66.66666667,0,50,100,0,0,0,0,0,0,33.33333333,0
14 JAL,San Martín Hidalgo,  San Martín Hidalgo,3597,3558,891,72.72727273,76.08024691,5.882352941,39.14807302,75.2535497,0.617283951,3.549382716,0,8.695652174,39.13043478,56.52173913,27.16049383,0
14 JAL,San Miguel el Alto,  San Miguel El Alto,1229,1117,77,45.45454545,37.14285714,38.46153846,46.15384615,15.38461538,25.71428571,77.14285714,14.81481481,14.81481481,11.11111111,74.07407407,11.42857143,0
14 JAL,Gómez Farías,  Gómez Farías,960,926,301,20.26578073,13.1147541,0,12.5,87.5,32.78688525,37.70491803,0,4.347826087,8.695652174,91.30434783,49.18032787,4.918032787
14 JAL,San Sebastián del Oeste,  San Sebastián Del Oeste,896,865,80,100,86.25,4.347826087,47.82608696,88.4057971,6.25,6.25,20,0,20,60,12.5,0
14 JAL,Santa María de los Ángeles,  Santa María De Los Ángeles,524,401,72,98.61111111,95.77464789,5.882352941,75,91.17647059,1.408450704,0,0,0,0,0,1.408450704,4.225352113
14 JAL,Sayula,  Sayula,745,716,429,49.41724942,8.962264151,26.31578947,10.52631579,63.15789474,19.81132075,75.94339623,0.621118012,0,2.48447205,100,36.32075472,0
14 JAL,Tala,  Tala,3651,3613,2488,47.14630225,38.61892583,16.33554084,39.07284768,68.21192053,10.65643649,63.34185848,0.134589502,0,56.66218035,78.06191117,3.239556692,0.42625746
14 JAL,Talpa de Allende,  Talpa De Allende,1049,1031,103,95.14563107,51.02040816,8,78,16,1.020408163,31.63265306,3.225806452,0,3.225806452,96.77419355,18.36734694,31.63265306
14 JAL,Tamazula de Gordiano,  Tamazula De Gordiano,3203,2771,1474,68.24966079,70.47713718,2.538787024,77.57404795,25.52891396,2.087475149,9.642147117,1.030927835,0,26.80412371,74.22680412,29.12524851,0.298210736
14 JAL,Tapalpa,  Tapalpa,676,646,122,13.93442623,23.52941176,0,100,0,5.882352941,5.882352941,0,0,0,100,70.58823529,0
14 JAL,Tecalitlán,  Tecalitlán,1058,782,203,46.30541872,43.61702128,7.317073171,53.65853659,43.90243902,18.08510638,41.4893617,2.564102564,0,51.28205128,53.84615385,36.17021277,0
14 JAL,Tecolotlán,  Tecolotlán,1303,1207,43,46.51162791,25,20,60,40,5,25,20,20,20,40,75,0
14 JAL,Techaluta de Montenegro,  Techaluta De Montenegro,206,199,32,71.875,4.347826087,0,100,0,82.60869565,78.26086957,0,0,0,100,17.39130435,0
14 JAL,Tenamaxtlán,  Tenamaxtlán,942,813,8,87.5,14.28571429,0,0,100,42.85714286,28.57142857,50,0,0,50,57.14285714,0
14 JAL,Teocaltiche,  Teocaltiche,2249,2196,134,89.55223881,80,5.208333333,85.41666667,25,7.5,27.5,51.51515152,0,12.12121212,84.84848485,5.833333333,0
14 JAL,Teocuitatlán de Corona,  Teocuitatlán De Corona,2068,2017,730,74.52054795,48.34558824,16.73003802,80.98859316,44.86692015,6.066176471,53.86029412,0.341296928,0.341296928,8.19112628,99.31740614,12.68382353,0.367647059
14 JAL,Tepatitlán de Morelos,  Tepatitlán De Morelos,3003,2818,120,31.66666667,31.57894737,25,25,50,28.94736842,28.94736842,27.27272727,0,27.27272727,63.63636364,55.26315789,5.263157895
14 JAL,Tequila,  Tequila,1402,1379,39,48.71794872,63.15789474,41.66666667,58.33333333,16.66666667,5.263157895,0,0,0,0,0,57.89473684,0
14 JAL,Teuchitlán,  Teuchitlán,2662,2643,2007,29.49676134,34.62837838,3.902439024,32.19512195,75.12195122,11.65540541,65.87837838,0,0,24.35897436,82.82051282,3.716216216,0.168918919
14 JAL,Tizapán el Alto,  Tizapán El Alto,1793,1601,962,29.62577963,67.71929825,6.735751295,14.50777202,95.33678756,17.19298246,1.052631579,0,0,0,100,49.8245614,0
14 JAL,Tlajomulco de Zúñiga,  Tlajomulco De Zúñiga,3173,3097,528,43.37121212,49.78165939,15.78947368,58.77192982,51.75438596,22.27074236,47.16157205,1.851851852,0,50.92592593,54.62962963,15.72052402,3.056768559
14 JAL,San Pedro Tlaquepaque,  San Pedro Tlaquepaque,318,314,180,61.11111111,40,15.90909091,65.90909091,65.90909091,12.72727273,62.72727273,0,1.449275362,5.797101449,92.75362319,10,0.909090909
14 JAL,Tolimán,  Tolimán,1039,1001,135,70.37037037,31.57894737,3.333333333,6.666666667,90,35.78947368,4.210526316,75,0,50,25,77.89473684,1.052631579
14 JAL,Tomatlán,  Tomatlán,3502,2903,1529,71.15761936,73.16176471,15.82914573,40.57788945,61.30653266,5.055147059,5.514705882,20,0,20,63.33333333,38.87867647,0.827205882
